participant number,dialog number,friendliness,task,time in seconds,number of turns0,21,1,TERSE,"Find a restaurant that is suitable for children.
36,2,TERSE,Find a busy Thai restaurant. Make sure you get all their contact information,74.63518500328064,8
36,3,TERSE,You want to find an expensive priced European restaurant located in the center of the city. Make sure you get the phone number of the restaurant,63.91781234741211,8
36,4,TERSE,You want to find a expensive Japanese restaurant where you can stay long,53.87471985816956,7
36,5,TERSE,"Find an cheaply priced Persian restaurant in the west of the city. If none are available, try the north of the city",42.16846132278442,11
37,1,TERSE,You want to find a Spanish restaurant where you can stay for a while,63.29342842102051,11
37,2,TERSE,Find a romantic restaurant,36.72383832931519,7
37,3,TERSE,"You remember a coworker being ecstatic about Tuscan food, but you canâ€™t remember where the restaurant is located. You only remember the restaurant being busy and expensive",69.63485050201416,11
37,4,TERSE,"Find a moderately priced European restaurant in the south of the city. If none are available, try the center of the city",42.59702467918396,11
37,5,TERSE,"You are in the center of the city, and you are starving. You cannot travel far, and you are craving Lebanese food. Try to find a restaurant",39.1905825138092,7
37,1,FRIENDLY,You want to find an expensive priced European restaurant located in the center of the city. Make sure you get the phone number of the restaurant,41.28566789627075,9
37,2,FRIENDLY,You are craving a cheap traditional meal. Find a suitable restaurant,34.65441131591797,7
37,3,FRIENDLY,You are craving seafood and want to enjoy it for a while. Find a restaurant that serves seafood and where you can stay lon,33.282737016677856,7
37,4,FRIENDLY,"You are looking for cheap gastropub food. If you cannot find any, try different price ranges",38.2943754196167,11
37,5,FRIENDLY,Find a restaurant that is suitable for children,34.54835295677185,7
38,1,FRIENDLY,You want to find an expensive priced European restaurant located in the center of the city. Make sure you get the phone number of the restaurant,55.11735987663269,8
38,2,FRIENDLY,You want to find a expensive Japanese restaurant where you can stay long,44.26292443275452,7
38,3,FRIENDLY,"You remember a coworker being ecstatic about Tuscan food, but you canâ€™t remember where the restaurant is located. You only remember the restaurant being busy and expensive",54.40477895736694,7
38,4,FRIENDLY,It is your brother his birthday! You are looking for a moderately priced Moroccan restaurant where you can stay for a while,45.30720663070679,7
38,5,FRIENDLY,"You are looking for cheap gastropub food. If you cannot find any, try different price ranges",60.834646224975586,11
38,1,TERSE,You want to find an expensive priced Chinese restaurant located in the south of the city. Make sure you get the address of the restaurant,34.8946373462677,7
38,2,TERSE,"You want to find a Swiss restaurant in the center of the city. Make sure you get all contact details of the restaurant (adress, postal code and phone number)",41.32427453994751,10
38,3,TERSE,You want to find an Indian restaurant in the north of the city.,34.15971899032593,7
38,4,TERSE,"You are in the center of the city, and you are starving. You cannot travel far, and you are craving Lebanese food. Try to find a restaurant",37.38871455192566,7
38,5,TERSE,Find an expensive Indian restaurant where you can stay long,20.486133813858032,7
